26-11-2009;09:49:08; VOX MAXIMA ; TODO
date;time; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
26-11-2009; 09:49:42.355  ;      -2.5; -0.4494506;   2.73538;  2.055427;  1.012819;   1.01407; 0.9996582; -0.375412;  -3.22305;  -5.57319;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  3.150531; -0.2232633;  23.58992; -0.3693078;  442.5414; 0.4549505; -0.1251373; 0.02746917;         0;         0;         2;     1.025;  582039.7;   5754665; -173.6942; -1.440358;  173.6942;  1.440358;  105.5339;  101.4462; -3.472728; -2.568653; -0.2232633; -0.2232633; -68.16033;  100.0058;  192.8369; -282.5915;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.6942;  173.6942;  1.440358;  101.4462;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169;       -90; -0.4150897; 0.2563789;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:49:42.834  ;      -2.5; -0.4494506;  2.736296;  2.055427;  1.017702;   1.01407; 0.9995361; -0.3296301;  -3.22305; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  3.150531; -0.2232633;  23.84935; -0.3387865;  442.2276; 0.6118301; -0.140398; 0.04272982;         0;         0;         2;     1.025;  582039.7;   5754665; -173.7065; -1.517212;  173.7065;  1.517212;  105.5468;  101.4556; -3.471195; -2.568198; -0.2232633; -0.2232633; -68.15968;  99.93839;  192.8224; -282.5934;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.7065;  173.7065;  1.517212;  101.4556;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169;       -90; -0.4150897; 0.2563789;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:49:43.314  ; -2.496948; -0.4494506;  2.736296;  2.055427;  1.017702;   1.01407; 0.9995361; -0.3296301; -3.390917; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  2.009034; -0.2232633;    23.712; -0.3998291;  442.3845; 0.4549505; -0.07935539; 0.01220852;         0;         0;         2;     1.025;  582039.7;   5754665; -173.7139; -1.506265;  173.7139;  1.506265;  105.5626;  101.4588; -3.472245; -2.567339; -0.2232633; -0.2232633; -68.15126;  99.95255;  192.8087; -282.5899;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506; -173.7139;  173.7139;  1.506265;  101.4588;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:49:43.794  ;      -2.5; -0.4494506;  2.737211;  2.055427;  1.012819;   1.01407; 0.9996582; -0.3296301;  -3.22305; -6.076792;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  2.009034; -0.2232633;  23.68148; -0.3693078;  442.0707; 0.4549505; -0.1251373; 0.02746917;         0;         0;         2;     1.025;  582039.6;   5754665; -173.7141; -1.461305;  173.7141;  1.461305;  105.5604;  101.4645; -3.472293; -2.568076; -0.2232633; -0.2232633; -68.15373;  100.0032;  192.7927; -282.5918;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.7141;  173.7141;  1.461305;  101.4645;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.2563789;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:49:44.274  ; -2.496948; -0.4494506;  2.737211;  2.055427;  1.012819;   1.01407; 0.9995361; -0.3296301;  -3.22305; -5.405323;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  2.009034; -0.2232633;  23.87987; -0.3387865;  442.0707; 0.4549505; -0.06409474; 0.01220852;         0;         0;         2;     1.025;  582039.6;   5754665; -173.7863; -1.428735;  173.7863;  1.428735;  105.5788;  101.4429; -3.472209;  -2.57011; -0.2232633; -0.2232633;  -68.2076;  100.0142;  192.7842;  -282.598;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506; -173.7863;  173.7863;  1.428735;  101.4429;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169;       -90; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:49:44.754  ;      -2.5; -0.4494506;  2.738127;  2.055427;  1.012819;   1.01407; 0.9995361; -0.3296301; -3.390917; -5.405323;  6001.095; -0.03967769; -0.04565987; -0.2232633;  8.707271; -0.03967769;  2.009034; -0.2232633;  23.77304; -0.3693078;  442.5414; 0.4549505; -0.1098767; 0.02746917;         0;         0;         2;     1.025;  582039.6;   5754665; -173.8467; -1.448719;  173.8467;  1.448719;  105.5826;  101.4827; -3.472251; -2.573847; -0.2232633; -0.2232633; -68.26405;  100.0339;   192.791; -282.5987;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.8467;  173.8467;  1.448719;  101.4827;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;       -90;       -90; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:49:45.234  ; -2.496948; -0.4494506;  2.738127;  2.055427;  1.017702;   1.01407; 0.9995361; -0.3296301;  -3.22305; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;  3.125687; -0.03967769;  2.009034; -0.2232633;  23.84935; -0.3387865;  442.0707; 0.4549505; -0.03357343; 0.02746917;         0;         0;         2;     1.025;  582039.6;   5754665; -173.8533; -1.495101;  173.8533;  1.495101;  105.5541;  101.4543;  -3.47235; -2.577754; -0.2232633; -0.2232633; -68.29925;  99.95917;  192.8178; -282.6098;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506; -173.8533;  173.8533;  1.495101;  101.4543;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:49:45.714  ; -2.496948; -0.4494506;  2.738127;  2.055427;  1.022586;   1.01407; 0.9995361; -0.375412; -3.390917; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  2.009034; -0.2232633;    23.712; -0.3693078;  442.0707; 0.4549505; -0.09461604; 0.04272982;         0;         0;         2;     1.025;  582039.6;   5754665; -173.8769; -1.482132;  173.8769;  1.482132;  105.5672;  101.4365; -3.472708; -2.582973; -0.2232633; -0.2232633; -68.30973;  99.95441;  192.8391; -282.6084;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506; -173.8769;  173.8769;  1.482132;  101.4365;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169;       -90; -0.4150897; 0.3174216;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:49:46.194  ; -2.496948; -0.4494506;  2.738127;  2.055427;  1.012819;   1.01407; 0.9995361; -0.375412; -3.390917; -6.076792;  6001.095; -0.03967769; -0.04565987; -0.2232633;  8.707271; -0.03967769;  3.150531; -0.2232633;  23.77304; -0.3387865;  442.3845; 0.6118301; -0.07935539; 0.04272982;         0;         0;         2;     1.025;  582039.6;   5754665; -173.8976; -1.525469;  173.8976;  1.525469;  105.5754;  101.4747; -3.471789; -2.588109; -0.2232633; -0.2232633; -68.32223;   99.9492;  192.8605; -282.5918;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506; -173.8976;  173.8976;  1.525469;  101.4747;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;       -90; -89.98169; -0.4150897; 0.3174216;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:49:46.674  ;      -2.5; -0.4494506;  2.738127;  2.055427;  1.012819;   1.01407; 0.9995361; -0.3296301; -3.390917; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;  9.823586; -0.03967769;  3.150531; -0.2232633;  23.84935; -0.3387865;  442.2276; 0.6118301; -0.1251373; 0.02746917;         0;         0;         2;     1.025;  582039.6;   5754665; -173.9081;   -1.5172;  173.9081;    1.5172;  105.5805;  101.4493; -3.473447; -2.593791; -0.2232633; -0.2232633; -68.32751;  99.93208;  192.8811; -282.5779;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.9081;  173.9081;    1.5172;  101.4493;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
