"","coords.x1","coords.x2","scientific"
"420",61.6037,-11.0504,"Carcharhinus obscurus"
"421",60.285133333333,-10.938933333333,"Carcharhinus obscurus"
"422",60.285133333333,-10.938933333333,"Carcharhinus obscurus"
"423",62.285133333333,-10.938933333333,"Carcharhinus obscurus"
"424",62.285133333333,-10.938933333333,"Carcharhinus obscurus"
"425",61.7042,-10.888733333333,"Carcharhinus obscurus"
"426",61.7042,-10.888733333333,"Carcharhinus obscurus"
"427",61.7042,-10.888733333333,"Carcharhinus obscurus"
"428",61.7042,-10.888733333333,"Carcharhinus obscurus"
"429",61.7042,-10.888733333333,"Carcharhinus obscurus"
"430",61.7042,-10.888733333333,"Carcharhinus obscurus"
"431",61.7042,-10.888733333333,"Carcharhinus obscurus"
"432",60.2347333333329,-10.838333333333,"Carcharhinus obscurus"
"433",60.2347333333329,-10.838333333333,"Carcharhinus obscurus"
"434",60.2347333333329,-10.838333333333,"Carcharhinus obscurus"
"435",60.0001,-10.586933333333,"Carcharhinus obscurus"
"436",60.2850333333329,-10.3521,"Carcharhinus obscurus"
"437",60.2850333333329,-10.3521,"Carcharhinus obscurus"
"438",60.2850333333329,-10.3521,"Carcharhinus obscurus"
"439",60.2850333333329,-10.3521,"Carcharhinus obscurus"
"440",60.2850333333329,-10.3521,"Carcharhinus obscurus"
"441",60.2850333333329,-10.3521,"Carcharhinus obscurus"
"442",60.2850333333329,-10.3521,"Carcharhinus obscurus"
"443",60.2850333333329,-10.3521,"Carcharhinus obscurus"
"444",60.2850333333329,-10.3521,"Carcharhinus obscurus"
"445",60.2850333333329,-10.3521,"Carcharhinus obscurus"
"446",60.2850333333329,-10.3521,"Carcharhinus obscurus"
"447",60.2850333333329,-10.3521,"Carcharhinus obscurus"
"448",62.285133333333,-10.3019,"Carcharhinus obscurus"
"449",41.9389333333329,-10.2683666666669,"Carcharhinus obscurus"
"450",59.9557,-10.083833333333,"Carcharhinus obscurus"
"451",59.9557,-10.083833333333,"Carcharhinus obscurus"
"452",59.9557,-10.083833333333,"Carcharhinus obscurus"
"453",59.9557,-10.083833333333,"Carcharhinus obscurus"
