# this file can be loaded into matlab with csv2struct
fileName;Date
KB114_4746_19800101.asc;19800101
KB114_4746_19820101.asc;19820101
KB114_4746_19840101.asc;19840101
KB114_4746_19860101.asc;19860101
KB114_4746_19880101.asc;19880101
KB114_4746_19900101.asc;19900101
KB114_4746_19920101.asc;19920101
KB114_4746_19940101.asc;19940101
KB114_4746_19950101.asc;19950101
KB114_4746_19960101.asc;19960101
KB114_4746_19970101.asc;19970101
KB114_4746_19980101.asc;19980101
KB114_4746_19990101.asc;19990101
KB114_4746_20000101.asc;20000101
KB114_4746_20010101.asc;20010101
KB114_4746_20020101.asc;20020101
KB114_4746_20020423.asc;20020423
KB114_4746_20030101.asc;20030101
KB114_4746_20040101.asc;20040101
KB114_4746_20050101.asc;20050101
KB114_4746_20080414.asc;20080414
KB114_4948_19500101.asc;19500101
KB114_4948_19550101.asc;19550101
KB114_4948_19580101.asc;19580101
KB114_4948_19600101.asc;19600101
KB114_4948_19620101.asc;19620101
KB114_4948_19640101.ASC;19640101
KB114_4948_19660101.asc;19660101
KB114_4948_19670101.asc;19670101
KB114_4948_19680101.ASC;19680101
KB114_4948_19700101.asc;19700101
KB114_4948_19720101.ASC;19720101
KB114_4948_19740101.asc;19740101
KB114_4948_19760101.ASC;19760101
KB114_4948_19780101.asc;19780101
KB114_4948_19800101.ASC;19800101
KB114_4948_19820101.asc;19820101
KB114_4948_19840101.ASC;19840101
KB114_4948_19860101.asc;19860101
KB114_4948_19880101.asc;19880101
KB114_4948_19890101.ASC;19890101
KB114_4948_19900101.asc;19900101
KB114_4948_19920101.ASC;19920101
KB114_4948_19940101.asc;19940101
KB114_4948_19950101.asc;19950101
KB114_4948_19960101.asc;19960101
KB114_4948_19970101.asc;19970101
KB114_4948_19980101.ASC;19980101
KB114_4948_19990101.asc;19990101
KB114_4948_20000101.asc;20000101
KB114_4948_20010101.asc;20010101
KB114_4948_20020101.asc;20020101
KB114_4948_20030101.asc;20030101
KB114_4948_20030109.asc;20030109
KB114_4948_20040101.asc;20040101
KB114_4948_20050101.asc;20050101
KB114_4948_20060718.asc;20060718
KB114_4948_20070426.asc;20070426
KB114_5150_19500101.asc;19500101
KB114_5150_19550101.asc;19550101
KB114_5150_19580101.asc;19580101
KB114_5150_19600101.asc;19600101
KB114_5150_19620101.asc;19620101
KB114_5150_19640101.ASC;19640101
KB114_5150_19660101.asc;19660101
KB114_5150_19670101.asc;19670101
KB114_5150_19680101.ASC;19680101
KB114_5150_19700101.asc;19700101
KB114_5150_19720101.ASC;19720101
