CRSN id '166015-00600' di 'P03_466' rl 0 rs 7.48 crsn
CRSN id '166015-00500' di 'P03_465' rl 0 rs 6.92 crsn
CRSN id '166015-00400' di 'P03_464' rl 0 rs 6.5 crsn
CRSN id '166015-00389' di 'P03_463' rl 0 rs 6.29 crsn
CRSN id '166015-00300' di 'P03_462' rl 0 rs 5.95 crsn
CRSN id '166015-00236' di 'P03_461' rl 0 rs 5.93 crsn
CRSN id '166015-00187' di 'P03_460' rl 0 rs 5.09 crsn
CRSN id '166015-00100' di 'P03_459' rl 0 rs 4.87 crsn
CRSN id '166015-00000' di 'P03_458' rl 0 rs 4.8 crsn
CRSN id '166016-00669' di 'P03_423' rl 0 rs 4.8 crsn
CRSN id '166016-00567' di 'P03_422' rl 0 rs 4.91 crsn
CRSN id '166016-00471' di 'P03_421' rl 0 rs 4.95 crsn
CRSN id '166016-00372' di 'P03_420' rl 0 rs 4.59 crsn
CRSN id '166016-00285' di 'P03_419' rl 0 rs 3.53 crsn
CRSN id '166016-00149' di 'P03_418' rl 0 rs 3.72 crsn
CRSN id '166016-00062' di 'P03_417' rl 0 rs 3.08 crsn
CRSN id 'D15300-05187' di 'P03_325' rl 0 rs 19.55 crsn
CRSN id 'D15300-05114' di 'P03_324' rl 0 rs 19.33 crsn
CRSN id 'D15300-05018' di 'P03_323' rl 0 rs 19.07 crsn
CRSN id 'D15300-05004' di 'P03_322' rl 0 rs 20 crsn
CRSN id 'D15300-04938' di 'P03_321' rl 0 rs 17.96 crsn
CRSN id 'D15300-04716' di 'P03_320' rl 0 rs 17.74 crsn
CRSN id 'D15300-04615' di 'P03_318' rl 0 rs 17.74 crsn
CRSN id 'D15300-04576' di 'P03_319' rl 0 rs 17.64 crsn
CRSN id 'D15300-04574' di 'P03_317' rl 0 rs 17.62 crsn
CRSN id 'D15300-04491' di 'P03_316' rl 0 rs 15.72 crsn
CRSN id 'D15300-04420' di 'P03_315' rl 0 rs 15.74 crsn
CRSN id 'D15300-04308' di 'P03_314' rl 0 rs 15.28 crsn
CRSN id 'D15300-04142' di 'P03_313' rl 0 rs 15.53 crsn
CRSN id 'D15300-04008' di 'P03_312' rl 0 rs 13.92 crsn
CRSN id 'D15300-03918' di 'P03_311' rl 0 rs 13.99 crsn
CRSN id 'D15300-03883' di 'P03_310' rl 0 rs 13.52 crsn
CRSN id 'D15300-03812' di 'P03_309' rl 0 rs 11.15 crsn
CRSN id 'D15300-03757' di 'P03_308' rl 0 rs 10.97 crsn
CRSN id 'D15300-03712' di 'P03_307' rl 0 rs 10.8 crsn
CRSN id 'D15300-03627' di 'P03_306' rl 0 rs 10.69 crsn
CRSN id 'D15300-03542' di 'P03_305' rl 0 rs 10.528 crsn
CRSN id 'D15300-03482' di 'P03_304' rl 0 rs 10.444 crsn
CRSN id 'D15300-03401' di 'P03_303' rl 0 rs 10.331 crsn
CRSN id 'D15300-03286' di 'P03_302' rl 0 rs 12.63 crsn
CRSN id 'D15300-03169' di 'P03_301' rl 0 rs 11.22 crsn
CRSN id 'D15300-03127' di 'P03_300' rl 0 rs 11.59 crsn
CRSN id 'D15300-03038' di 'P03_299' rl 0 rs 10.9 crsn
CRSN id 'D15300-02927' di 'P03_298' rl 0 rs 10.36 crsn
CRSN id 'D15300-02850' di 'P03_297' rl 0 rs 9.96 crsn
CRSN id 'D15300-02770' di 'P03_296' rl 0 rs 11.12 crsn
CRSN id 'D15300-02660' di 'P03_295' rl 0 rs 10.11 crsn
CRSN id 'D15300-02638' di 'P03_294' rl 0 rs 9.89 crsn
CRSN id 'D15300-02514' di 'P03_293' rl 0 rs 8.44 crsn
CRSN id 'D15300-02434' di 'P03_292' rl 0 rs 6.35 crsn
CRSN id 'D15300-02343' di 'P03_291' rl 0 rs 5.96 crsn
CRSN id 'D15300-02271' di 'P03_290' rl 0 rs 8.9 crsn
CRSN id 'D15300-02156' di 'P03_289' rl 0 rs 9.81 crsn
CRSN id 'D15300-02058' di 'P03_576' rl 0 rs 16.13 crsn
