"Caffeine in ug/l in oppervlaktewater";"948%7CCaffeine+in+ug%2Fl+in+oppervlaktewater"
"Calcium in mg/l in oppervlaktewater";"277%7CCalcium+in+mg%2Fl+in+oppervlaktewater"
"Calcium in mg/l na filtratie in oppervlaktewater";"278%7CCalcium+in+mg%2Fl+na+filtratie+in+oppervlaktewater"
"Camfor in ug/l in oppervlaktewater";"5135%7CCamfor+in+ug%2Fl+in+oppervlaktewater"
"Carbofuran in ug/l in oppervlaktewater";"930%7CCarbofuran+in+ug%2Fl+in+oppervlaktewater"
"Cesium 134 in Bq/kg drooggewicht in zwevende stof";"628%7CCesium+134+in+Bq%2Fkg+drooggewicht+in+zwevende+stof"
"Cesium 134 in mBq/l in oppervlaktewater";"552%7CCesium+134+in+mBq%2Fl+in+oppervlaktewater"
"Cesium 137 in Bq/kg drooggewicht in zwevende stof";"630%7CCesium+137+in+Bq%2Fkg+drooggewicht+in+zwevende+stof"
"Cesium 137 in mBq/l in oppervlaktewater";"553%7CCesium+137+in+mBq%2Fl+in+oppervlaktewater"
"Chemisch zuurstofverbruik in mg/l in oppervlaktewater";"292%7CChemisch+zuurstofverbruik+in+mg%2Fl+in+oppervlaktewater"
"Chemisch zuurstofverbruik in mg/l na filtratie in oppervlaktewater";"293%7CChemisch+zuurstofverbruik+in+mg%2Fl+na+filtratie+in+oppervlaktewater"
"Chloor-2-nitrobenzeen-1 in ug/kg drooggewicht in bodem/sediment";"575%7CChloor-2-nitrobenzeen-1+in+ug%2Fkg+drooggewicht+in+bodem%2Fsediment"
"Chloor-2-nitrobenzeen-1 in ug/kg drooggewicht in zwevende stof";"576%7CChloor-2-nitrobenzeen-1+in+ug%2Fkg+drooggewicht+in+zwevende+stof"
"Chloor-2-nitrobenzeen-1 in ug/l in oppervlaktewater";"214%7CChloor-2-nitrobenzeen-1+in+ug%2Fl+in+oppervlaktewater"
"Chloor-3-nitrobenzeen-1 in ug/kg drooggewicht in bodem/sediment";"579%7CChloor-3-nitrobenzeen-1+in+ug%2Fkg+drooggewicht+in+bodem%2Fsediment"
"Chloor-3-nitrobenzeen-1 in ug/kg drooggewicht in zwevende stof";"580%7CChloor-3-nitrobenzeen-1+in+ug%2Fkg+drooggewicht+in+zwevende+stof"
"Chloor-3-nitrobenzeen-1 in ug/l in oppervlaktewater";"219%7CChloor-3-nitrobenzeen-1+in+ug%2Fl+in+oppervlaktewater"
"Chloor-4-nitrobenzeen-1 in ug/kg drooggewicht in bodem/sediment";"583%7CChloor-4-nitrobenzeen-1+in+ug%2Fkg+drooggewicht+in+bodem%2Fsediment"
"Chloor-4-nitrobenzeen-1 in ug/kg drooggewicht in zwevende stof";"584%7CChloor-4-nitrobenzeen-1+in+ug%2Fkg+drooggewicht+in+zwevende+stof"
"Chloor-4-nitrobenzeen-1 in ug/l in oppervlaktewater";"221%7CChloor-4-nitrobenzeen-1+in+ug%2Fl+in+oppervlaktewater"
"Chlooraniline-2 in ug/l in oppervlaktewater";"238%7CChlooraniline-2+in+ug%2Fl+in+oppervlaktewater"
"Chlooraniline-3 in ug/l in oppervlaktewater";"244%7CChlooraniline-3+in+ug%2Fl+in+oppervlaktewater"
"Chlooraniline-4 in ug/l in oppervlaktewater";"249%7CChlooraniline-4+in+ug%2Fl+in+oppervlaktewater"
"Chloorbenzeen in ug/l in oppervlaktewater";"340%7CChloorbenzeen+in+ug%2Fl+in+oppervlaktewater"
"Chloorbromuron in ug/l in oppervlaktewater";"951%7CChloorbromuron+in+ug%2Fl+in+oppervlaktewater"
"Chloorfenol-2 in mg/kg drooggewicht in bodem/sediment";"1028%7CChloorfenol-2+in+mg%2Fkg+drooggewicht+in+bodem%2Fsediment"
"Chloorfenol-2 in mg/kg drooggewicht in zwevende stof";"1050%7CChloorfenol-2+in+mg%2Fkg+drooggewicht+in+zwevende+stof"
"Chloorfenol-2 in ug/l in oppervlaktewater";"749%7CChloorfenol-2+in+ug%2Fl+in+oppervlaktewater"
"Chloorfenol-3 in mg/kg drooggewicht in bodem/sediment";"1029%7CChloorfenol-3+in+mg%2Fkg+drooggewicht+in+bodem%2Fsediment"
"Chloorfenol-3 in mg/kg drooggewicht in zwevende stof";"1051%7CChloorfenol-3+in+mg%2Fkg+drooggewicht+in+zwevende+stof"
"Chloorfenol-3 in ug/l in oppervlaktewater";"755%7CChloorfenol-3+in+ug%2Fl+in+oppervlaktewater"
"Chloorfenol-4 in mg/kg drooggewicht in bodem/sediment";"1030%7CChloorfenol-4+in+mg%2Fkg+drooggewicht+in+bodem%2Fsediment"
"Chloorfenol-4 in mg/kg drooggewicht in zwevende stof";"1052%7CChloorfenol-4+in+mg%2Fkg+drooggewicht+in+zwevende+stof"
"Chloorfenol-4 in ug/l in oppervlaktewater";"759%7CChloorfenol-4+in+ug%2Fl+in+oppervlaktewater"
"Chloorfluoraniline in ug/l in oppervlaktewater";"2163%7CChloorfluoraniline+in+ug%2Fl+in+oppervlaktewater"
"Chloorpyrifos in ug/l in oppervlaktewater";"865%7CChloorpyrifos+in+ug%2Fl+in+oppervlaktewater"
"Chloortolueen-2 in ug/l in oppervlaktewater";"239%7CChloortolueen-2+in+ug%2Fl+in+oppervlaktewater"
"Chloortoluron in ug/l in oppervlaktewater";"933%7CChloortoluron+in+ug%2Fl+in+oppervlaktewater"
"Chloridazon in ug/l in oppervlaktewater";"931%7CChloridazon+in+ug%2Fl+in+oppervlaktewater"
"Chloride in mg/l in oppervlaktewater";"433%7CChloride+in+mg%2Fl+in+oppervlaktewater"
"Chloride in mg/l na filtratie in oppervlaktewater";"2808%7CChloride+in+mg%2Fl+na+filtratie+in+oppervlaktewater"
"Chloride in mg/l t.o.v. saliniteit in oppervlaktewater";"551%7CChloride+in+mg%2Fl+t.o.v.+saliniteit+in+oppervlaktewater"
"Chlorofyl-a in ug/l in oppervlaktewater";"282%7CChlorofyl-a+in+ug%2Fl+in+oppervlaktewater"
"Chloroxuron in ug/l in oppervlaktewater";"1249%7CChloroxuron+in+ug%2Fl+in+oppervlaktewater"
"Cholinesteraseremmer in ug/l in oppervlaktewater";"283%7CCholinesteraseremmer+in+ug%2Fl+in+oppervlaktewater"
"Chroom in mg/kg diameter < 63 um drooggewicht in bodem/sediment";"2194%7CChroom+in+mg%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment"
"Chroom in mg/kg drooggewicht in bodem/sediment";"452%7CChroom+in+mg%2Fkg+drooggewicht+in+bodem%2Fsediment"
"Chroom in mg/kg drooggewicht in zwevende stof";"503%7CChroom+in+mg%2Fkg+drooggewicht+in+zwevende+stof"
"Chroom in ug/l in oppervlaktewater";"288%7CChroom+in+ug%2Fl+in+oppervlaktewater"
"Chroom in ug/l na filtratie in oppervlaktewater";"289%7CChroom+in+ug%2Fl+na+filtratie+in+oppervlaktewater"
"Chryseen in mg/kg diameter < 63 um drooggewicht in bodem/sediment";"2220%7CChryseen+in+mg%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment"
"Chryseen in mg/kg drooggewicht in bodem/sediment";"450%7CChryseen+in+mg%2Fkg+drooggewicht+in+bodem%2Fsediment"
"Chryseen in mg/kg drooggewicht in zwevende stof";"502%7CChryseen+in+mg%2Fkg+drooggewicht+in+zwevende+stof"
"Chryseen in ug/l in oppervlaktewater";"284%7CChryseen+in+ug%2Fl+in+oppervlaktewater"
"Cis-1,2-dichlooretheen in ug/l in oppervlaktewater";"3203%7CCis-1%2C2-dichlooretheen+in+ug%2Fl+in+oppervlaktewater"
"Cis-1,3-dichloorpropeen in ug/l in oppervlaktewater";"824%7CCis-1%2C3-dichloorpropeen+in+ug%2Fl+in+oppervlaktewater"
"Cis-heptachloorepoxide in ug/kg drooggewicht in bodem/sediment";"644%7CCis-heptachloorepoxide+in+ug%2Fkg+drooggewicht+in+bodem%2Fsediment"
"Cis-heptachloorepoxide in ug/kg drooggewicht in zwevende stof";"645%7CCis-heptachloorepoxide+in+ug%2Fkg+drooggewicht+in+zwevende+stof"
"Cis-heptachloorepoxide in ug/l in oppervlaktewater";"319%7CCis-heptachloorepoxide+in+ug%2Fl+in+oppervlaktewater"
"Coumafos in ug/l in oppervlaktewater";"932%7CCoumafos+in+ug%2Fl+in+oppervlaktewater"
"Cumeen in ug/l in oppervlaktewater";"1013%7CCumeen+in+ug%2Fl+in+oppervlaktewater"
