time;platform_id;platform_name;lon;lat;wgs_84;epsg;x;y;z;value;unit;location_name
22-01-13 00:00:00;Imares_st_1;HUIBGOT;;;;;;;;0.010689752;mgC/l;HUIBGOT
21-02-13 00:00:00;Imares_st_1;HUIBGOT;;;;;;;;0.005198016;mgC/l;HUIBGOT
07-03-13 00:00:00;Imares_st_1;HUIBGOT;;;;;;;;0.013525027;mgC/l;HUIBGOT
25-03-13 00:00:00;Imares_st_1;HUIBGOT;;;;;;;;0.024216639;mgC/l;HUIBGOT
03-04-13 00:00:00;Imares_st_1;HUIBGOT;;;;;;;;0.010496299;mgC/l;HUIBGOT
18-04-13 00:00:00;Imares_st_1;HUIBGOT;;;;;;;;0.030836755;mgC/l;HUIBGOT
02-05-13 00:00:00;Imares_st_1;HUIBGOT;;;;;;;;0.015912213;mgC/l;HUIBGOT
22-05-13 00:00:00;Imares_st_1;HUIBGOT;;;;;;;;0.012806621;mgC/l;HUIBGOT
04-06-13 00:00:00;Imares_st_1;HUIBGOT;;;;;;;;0.010626466;mgC/l;HUIBGOT
19-06-13 00:00:00;Imares_st_1;HUIBGOT;;;;;;;;0.071272867;mgC/l;HUIBGOT
03-07-13 00:00:00;Imares_st_1;HUIBGOT;;;;;;;;0.053248072;mgC/l;HUIBGOT
18-07-13 00:00:00;Imares_st_1;HUIBGOT;;;;;;;;0.017171309;mgC/l;HUIBGOT
01-08-13 00:00:00;Imares_st_1;HUIBGOT;;;;;;;;0.045577643;mgC/l;HUIBGOT
15-08-13 00:00:00;Imares_st_1;HUIBGOT;;;;;;;;0.021813077;mgC/l;HUIBGOT
29-08-13 00:00:00;Imares_st_1;HUIBGOT;;;;;;;;0.031517215;mgC/l;HUIBGOT
16-09-13 00:00:00;Imares_st_1;HUIBGOT;;;;;;;;0.017701625;mgC/l;HUIBGOT
15-10-13 00:00:00;Imares_st_1;HUIBGOT;;;;;;;;0.036182527;mgC/l;HUIBGOT
14-11-13 00:00:00;Imares_st_1;HUIBGOT;;;;;;;;0.02319745;mgC/l;HUIBGOT
12-12-13 00:00:00;Imares_st_1;HUIBGOT;;;;;;;;0.042816827;mgC/l;HUIBGOT
