origin;obs_date;obs_value;norm_fit_sim;range_sec
WZ30 Mardie;2009-02-11;1.14999997615814;1.10298728942871;60
WZ30 Mardie;2009-03-02;0.800000011920929;0.838723182678223;60
WZ30 Mardie;2009-03-10;0.829999983310699;0.825092077255249;60
WZ30 Mardie;2009-03-30;2.65000009536743;0.934077143669128;60
WZ30 Mardie;2009-04-14;0.930000007152557;0.954329967498779;60
WZ30 Mardie;2009-04-28;0.800000011920929;0.918960928916931;60
WZ30 Mardie;2009-05-11;1.5900000333786;0.819839119911194;60
WZ30 Mardie;2009-06-10;0.600000023841858;0.892121016979218;60
WZ30 Mardie;2009-06-30;0.550000011920929;0.778790354728699;60
WZ30 Mardie;2009-07-12;1.04999995231628;0.769268333911896;60
WZ30 Mardie;2009-08-10;0.720000028610229;0.660411834716797;60
WZ30 Mardie;2009-09-09;1.17999994754791;0.746046781539917;60
WZ30 Mardie;2009-09-29;0.560000002384186;0.676915228366852;60
WZ30 Mardie;2009-11-04;1.12999999523163;0.821149110794067;60
WZ30 Mardie;2009-11-21;1.19000005722046;1.19594526290894;60
WZ30 Mardie;2009-12-18;1.29999995231628;1.08359038829803;60
